Year,Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
2023,312,Corey Julks,27,HOU,AL,0.3,93,323,298,35,73,14,0,6,33,15,3,22,75,0.245,0.297,0.352,0.65,79.0,0.296,79.0,105,6,1,0,2,0,7DH/9,,julksco01
2024,370,Corey Julks,28,CHW,AL,-1.1,66,189,173,17,37,7,0,3,14,5,2,15,50,214.0,275.0,306.0,581.0,67.0,261.0,64.0,53,6,0,0,1,0,97H/D8,,julksco01
2015,523,Corey Seager,21,LAD,NL,1.6,27,113,98,17,33,8,1,4,17,2,0,14,19,0.337,0.425,0.561,0.986,174.0,0.429,177.0,55,2,1,0,0,1,6/5H,,seageco01
2016,20,Corey Seager,22,LAD,NL,5.2,157,687,627,105,193,40,5,26,72,3,3,54,133,0.308,0.365,0.512,0.877,134.0,0.379,137.0,321,12,4,0,2,5,*6/H,ASMVP-3ROY-1SS,seageco01
2017,74,Corey Seager,23,LAD,NL,5.3,145,613,539,85,159,33,0,22,77,4,2,67,131,0.295,0.375,0.479,0.854,126.0,0.37,129.0,258,14,4,0,3,5,*6/HD,ASMVP-17SS,seageco01
2018,527,Corey Seager,24,LAD,NL,0.5,26,115,101,13,27,5,1,2,13,0,0,11,17,0.267,0.348,0.396,0.744,103.0,0.344,112.0,40,2,2,0,1,1,6/H,,seageco01
2019,121,Corey Seager,25,LAD,NL,2.9,134,541,489,82,133,44,1,19,87,1,0,44,98,0.272,0.335,0.483,0.817,112.0,0.345,110.0,236,8,4,0,4,3,*6/H,,seageco01
2021,219,Corey Seager,27,LAD,NL,3.6,95,409,353,54,108,22,3,16,57,1,1,48,66,0.306,0.394,0.521,0.915,142.0,0.394,143.0,184,8,5,0,3,2,6/H,,seageco01
2022,26,Corey Seager,28,TEX,AL,3.8,151,663,593,91,145,24,1,33,83,3,0,58,103,0.245,0.317,0.455,0.772,117.0,0.334,113.0,270,14,7,0,5,7,*6/D,AS,seageco01
2023,122,Corey Seager,29,TEX,AL,6.9,119,536,477,88,156,42,0,33,96,2,1,49,88,0.327,0.39,0.623,1.013,174.0,0.419,169.0,297,9,4,0,6,9,*6/D,ASMVP-2SS,seageco01
2024,112,Corey Seager,30,TEX,AL,5.0,123,533,475,68,132,21,0,30,74,1,1,53,96,278.0,353.0,512.0,864.0,145.0,363.0,139.0,243,8,3,0,2,11,*6D/H,ASMVP-15,seageco01
2021,639,Cristian Pache,22,ATL,NL,-0.7,22,68,63,6,7,3,0,1,4,0,0,2,25,0.111,0.152,0.206,0.358,-6.0,0.183,-11.0,13,1,1,2,0,0,8/H,,pachecr01
2022,373,Cristian Pache,23,OAK,AL,-0.5,91,260,241,18,40,5,2,3,18,2,2,15,70,0.166,0.218,0.241,0.459,35.0,0.214,35.0,58,5,1,3,0,0,8/H,,pachecr01
2023,554,Cristian Pache,24,PHI,NL,0.7,48,95,84,12,20,7,1,2,11,2,3,10,27,0.238,0.319,0.417,0.736,100.0,0.318,105.0,35,1,0,1,0,0,78H/9D,,pachecr01
2024,380,Cristian Pache,25,3TM,2LG,-0.2,88,183,165,13,33,8,1,1,16,1,0,17,64,200.0,273.0,279.0,552.0,55.0,251.0,49.0,46,2,0,0,1,0,8H7/9D,,pachecr01
2015,520,Curt Casali,26,TBR,AL,0.9,38,113,101,13,24,6,0,10,18,0,0,8,34,0.238,0.304,0.594,0.898,143.0,0.382,147.0,60,2,2,1,1,0,2/HD,,casalcu01
2016,348,Curt Casali,27,TBR,AL,0.9,84,256,226,23,42,10,0,8,25,0,0,25,82,0.186,0.273,0.336,0.609,68.0,0.279,70.0,76,2,2,3,0,1,2/DH,,casalcu01
2017,803,Curt Casali,28,TBR,AL,0.2,9,13,9,2,3,0,0,1,3,0,0,3,3,0.333,0.462,0.667,1.128,202.0,0.442,185.0,6,0,0,0,1,0,/2H,,casalcu01
2018,474,Curt Casali,29,CIN,NL,0.9,52,156,140,15,41,10,0,4,16,0,2,12,32,0.293,0.355,0.45,0.805,115.0,0.344,113.0,63,5,2,1,1,1,2/H34,,casalcu01
2019,384,Curt Casali,30,CIN,NL,1.2,84,236,207,24,52,9,0,8,32,0,0,25,59,0.251,0.331,0.411,0.741,88.0,0.325,87.0,85,1,1,0,3,1,2H/3D,,casalcu01
2021,413,Curt Casali,32,SFG,NL,0.7,77,231,200,20,42,11,1,5,26,0,0,26,66,0.21,0.313,0.35,0.663,81.0,0.299,80.0,70,3,4,1,0,4,2H/3,,casalcu01
2022,474,Curt Casali,33,2TM,2LG,1.4,57,176,148,20,30,4,0,5,17,0,0,24,50,0.203,0.318,0.331,0.649,88.0,0.306,96.0,49,1,2,0,2,0,2/3DH,,casalcu01
2023,551,Curt Casali,34,CIN,NL,0.1,40,96,80,8,14,2,0,0,6,0,0,11,23,0.175,0.29,0.2,0.49,35.0,0.249,41.0,16,1,2,3,0,0,2/35,,casalcu01
2024,427,Curt Casali,35,SFG,NL,0.3,41,125,108,12,21,3,0,1,8,0,0,13,22,194.0,293.0,250.0,543.0,60.0,270.0,73.0,27,3,2,2,0,0,2,,casalcu01
2023,560,Curtis Mead,22,TBR,AL,0.5,24,92,83,12,21,3,1,1,5,0,0,7,21,0.253,0.326,0.349,0.675,89.0,0.299,88.0,29,3,2,0,0,0,5/46DH,,meadcu01
2024,422,Curtis Mead,23,TBR,AL,-0.5,38,132,122,10,29,3,0,1,7,2,0,6,30,238.0,282.0,287.0,569.0,65.0,259.0,61.0,35,2,2,0,1,0,45/DH3,,meadcu01
2023,710,César Salazar,27,HOU,AL,-0.2,13,19,18,1,2,0,0,0,0,0,0,1,6,0.111,0.158,0.111,0.269,-23.0,0.13,-35.0,2,1,0,0,0,0,/2H,,salazce01
2024,566,César Salazar,28,HOU,AL,0.2,12,32,25,5,8,2,0,0,8,0,0,2,6,320.0,387.0,400.0,787.0,128.0,344.0,125.0,10,0,2,1,2,0,2/DH,,salazce01
2015,67,DJ LeMahieu,26,COL,NL,1.8,150,620,564,85,170,21,5,6,61,23,3,50,107,0.301,0.358,0.388,0.746,92.0,0.345,92.0,219,20,1,3,2,4,*4/H,AS,lemahdj01
2016,61,DJ LeMahieu,27,COL,NL,5.3,146,635,552,104,192,32,8,11,66,11,7,66,80,0.348,0.416,0.495,0.911,128.0,0.404,138.0,273,19,3,8,6,2,*4/H,MVP-15,lemahdj01
2017,15,DJ LeMahieu,28,COL,NL,3.4,155,682,609,95,189,28,4,8,64,6,5,59,90,0.31,0.374,0.409,0.783,93.0,0.35,96.0,249,24,6,3,5,1,*4/H,ASGG,lemahdj01
2018,103,DJ LeMahieu,29,COL,NL,2.9,128,581,533,90,147,32,2,15,62,6,5,37,82,0.276,0.321,0.428,0.749,88.0,0.334,90.0,228,14,2,2,7,0,*4/H,GG,lemahdj01
2019,39,DJ LeMahieu,30,NYY,AL,5.6,145,655,602,109,197,33,2,26,102,5,2,46,90,0.327,0.375,0.518,0.893,136.0,0.382,139.0,312,14,2,1,4,0,453/HD,ASMVP-4SS,lemahdj01
2021,11,DJ LeMahieu,32,NYY,AL,1.5,150,679,597,84,160,24,1,10,57,4,2,73,94,0.268,0.349,0.362,0.711,97.0,0.317,98.0,216,16,4,0,5,2,435/HD,,lemahdj01
2022,124,DJ LeMahieu,33,NYY,AL,3.6,125,541,467,74,122,18,0,12,46,4,3,67,71,0.261,0.357,0.377,0.734,110.0,0.339,118.0,176,12,4,1,2,0,543/HD,GG,lemahdj01
2023,101,DJ LeMahieu,34,NYY,AL,1.3,136,562,497,55,121,22,3,15,44,2,2,60,125,0.243,0.327,0.39,0.718,96.0,0.315,96.0,194,14,3,0,2,2,53/4HD,,lemahdj01
2024,346,DJ LeMahieu,35,NYY,AL,-1.6,67,228,201,19,41,5,0,2,26,0,1,19,35,204.0,269.0,259.0,527.0,51.0,244.0,51.0,52,13,1,1,6,0,35/H,,lemahdj01
2018,674,DJ Stewart,24,BAL,AL,0.6,17,47,40,8,10,3,0,3,10,2,1,4,12,0.25,0.34,0.55,0.89,141.0,0.37,135.0,22,0,2,0,1,0,/79HD,,stewadj01
2019,500,DJ Stewart,25,BAL,AL,-0.4,44,142,126,15,30,6,0,4,15,1,2,14,26,0.238,0.317,0.381,0.698,85.0,0.299,83.0,48,3,1,0,1,1,97/HD,,stewadj01
2021,298,DJ Stewart,27,BAL,AL,-0.2,100,318,270,39,55,10,0,12,33,0,0,44,89,0.204,0.324,0.374,0.698,91.0,0.313,94.0,101,3,4,0,0,1,79HD,,stewadj01
2022,857,DJ Stewart,28,BAL,AL,,3,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,-124.0,0,0,0,0,0,0,/H,,stewadj01
2023,433,DJ Stewart,29,NYM,NL,0.3,58,185,160,21,39,9,0,11,26,1,1,15,56,0.244,0.333,0.506,0.84,129.0,0.356,126.0,81,3,7,1,1,0,9/HD7,,stewadj01
2024,368,DJ Stewart,30,NYM,NL,-0.8,74,194,158,16,28,4,0,5,19,1,0,31,48,177.0,325.0,297.0,622.0,81.0,296.0,89.0,47,5,4,0,1,0,9HD7/3,,stewadj01
2024,604,DaShawn Keirsey,27,MIN,AL,0.0,6,14,13,1,2,0,0,1,1,0,0,0,1,154.0,214.0,385.0,599.0,64.0,254.0,55.0,5,0,1,0,0,0,/87,,keirsda01
2022,830,Dairon Blanco,29,KCR,AL,0.0,5,7,7,1,2,0,0,0,2,1,0,0,4,0.286,0.286,0.286,0.571,63.0,0.293,57.0,2,0,0,0,0,0,/8HD,,blancda02
2023,502,Dairon Blanco,30,KCR,AL,1.2,69,138,124,19,32,7,4,3,18,24,5,10,33,0.258,0.324,0.452,0.775,109.0,0.37,120.0,56,2,2,2,0,0,79H/8D,,blancda02
2024,419,Dairon Blanco,31,KCR,AL,0.1,88,132,120,37,31,4,0,4,13,31,7,8,32,258.0,308.0,392.0,699.0,96.0,327.0,85.0,47,2,1,1,1,0,H798D,,blancda02
2023,607,Dane Myers,27,MIA,NL,-0.3,22,70,67,9,18,3,0,1,9,1,1,2,19,0.269,0.286,0.358,0.644,70.0,0.271,64.0,24,1,0,0,1,0,8/7DH,,myersda01
2024,447,Dane Myers,28,MIA,NL,0.5,44,108,95,17,25,6,1,3,19,4,1,8,36,263.0,333.0,442.0,775.0,109.0,346.0,111.0,42,0,3,0,2,0,9H8/7D,,myersda01
2021,619,Daniel Johnson,25,CLE,AL,-0.2,30,81,77,9,17,0,0,4,5,1,0,4,27,0.221,0.259,0.377,0.636,73.0,0.276,66.0,29,0,0,0,0,0,9/7HD,,johnsda07
2024,648,Daniel Johnson,28,BAL,AL,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,-127.0,0,0,0,0,0,0,/9H,,johnsda07
2024,354,Daniel Schneemann,27,CLE,AL,0.7,73,221,193,17,42,10,2,5,22,3,2,25,70,218.0,303.0,368.0,671.0,91.0,297.0,90.0,71,1,0,0,3,0,6589H/47D,,schneda04
2016,823,Daniel Vogelbach,23,SEA,AL,-0.3,8,13,12,0,1,0,0,0,0,0,0,1,6,0.083,0.154,0.083,0.237,-31.0,0.122,-45.0,1,0,0,0,0,0,/3HD,,vogelda01
2017,722,Daniel Vogelbach,24,SEA,AL,-0.6,16,31,28,0,6,1,0,0,2,0,0,3,9,0.214,0.29,0.25,0.54,51.0,0.248,46.0,7,2,0,0,0,0,/H3D,,vogelda01
2018,543,Daniel Vogelbach,25,SEA,AL,0.1,37,102,87,9,18,2,0,4,13,0,0,13,26,0.207,0.324,0.368,0.691,95.0,0.317,101.0,32,4,2,0,0,0,3H/D,,vogelda01
2019,101,Daniel Vogelbach,26,SEA,AL,1.1,144,558,462,73,96,17,0,30,76,0,0,92,149,0.208,0.341,0.439,0.78,111.0,0.338,112.0,203,4,2,0,2,2,D3H,AS,vogelda01
2021,375,Daniel Vogelbach,28,MIL,NL,-0.1,93,258,215,30,47,8,0,9,24,0,0,43,57,0.219,0.349,0.381,0.73,99.0,0.334,104.0,82,6,0,0,0,1,3H/D,,vogelda01
2022,187,Daniel Vogelbach,29,2TM,NL,1.4,130,461,386,47,92,19,1,18,59,0,0,73,114,0.238,0.36,0.433,0.793,126.0,0.349,125.0,167,11,1,0,1,2,*DH/3,,vogelda01
2023,316,Daniel Vogelbach,30,NYM,NL,0.2,104,319,275,33,64,8,0,13,48,0,0,42,81,0.233,0.339,0.404,0.742,105.0,0.327,104.0,111,6,2,0,0,1,DH,,vogelda01
2024,483,Daniel Vogelbach,31,TOR,AL,-0.4,31,79,70,5,13,5,0,1,8,0,0,9,17,186.0,278.0,300.0,578.0,66.0,262.0,65.0,21,4,0,0,0,0,DH,,vogelda01
2018,551,Danny Jansen,23,TOR,AL,0.6,31,95,81,12,20,6,0,3,8,0,0,9,17,0.247,0.347,0.432,0.779,115.0,0.345,117.0,35,1,4,0,1,0,2/HD,,janseda01
2019,236,Danny Jansen,24,TOR,AL,1.1,107,384,347,41,72,12,1,13,43,0,1,31,79,0.207,0.279,0.36,0.64,70.0,0.278,68.0,125,8,4,1,1,1,2/DH,,janseda01
2021,445,Danny Jansen,26,TOR,AL,1.3,70,205,184,32,41,13,0,11,28,0,0,17,44,0.223,0.299,0.473,0.772,105.0,0.335,107.0,87,4,3,1,0,0,2/H,,janseda01
2022,383,Danny Jansen,27,TOR,AL,2.9,72,248,215,34,56,10,0,15,44,1,0,25,44,0.26,0.339,0.516,0.855,142.0,0.367,140.0,111,1,3,0,5,1,2/HD,,janseda01
2023,333,Danny Jansen,28,TOR,AL,1.6,86,301,268,38,61,15,0,17,53,0,0,23,62,0.228,0.312,0.474,0.786,114.0,0.337,114.0,127,3,10,0,0,1,2H/D,,janseda01
2024,265,Danny Jansen,29,2TM,AL,0.7,92,324,278,35,57,13,0,9,24,0,0,40,61,205.0,309.0,349.0,658.0,87.0,302.0,91.0,97,4,3,0,3,0,2H/D,,janseda01
2019,721,Danny Mendick,25,CHW,AL,0.5,16,40,39,6,12,0,0,2,4,0,0,1,11,0.308,0.325,0.462,0.787,107.0,0.35,117.0,18,1,0,0,0,0,/H6D45,,mendida01
2021,464,Danny Mendick,27,CHW,AL,-0.4,71,186,164,14,36,5,0,2,20,0,1,18,42,0.22,0.303,0.287,0.589,63.0,0.265,61.0,47,1,2,1,1,0,46/9H5718D,,mendida01
2022,587,Danny Mendick,28,CHW,AL,0.5,31,106,97,22,28,4,1,3,15,1,0,7,23,0.289,0.343,0.443,0.786,122.0,0.347,121.0,43,2,1,1,0,0,6/457H,,mendida01
2023,608,Danny Mendick,29,NYM,NL,-0.9,33,69,65,4,12,3,0,1,4,1,0,4,15,0.185,0.232,0.277,0.509,41.0,0.226,30.0,18,1,0,0,0,0,4/5H7D1,,mendida01
2024,416,Danny Mendick,30,CHW,AL,-0.3,47,141,132,13,26,7,0,3,8,6,0,6,35,197.0,243.0,318.0,561.0,60.0,255.0,53.0,42,3,2,1,0,0,54H/1D,,mendida01
2016,465,Dansby Swanson,22,ATL,NL,1.1,38,145,129,20,39,7,1,3,17,3,0,13,34,0.302,0.361,0.442,0.803,115.0,0.353,113.0,57,2,0,1,2,5,6/H,,swansda01
2017,119,Dansby Swanson,23,ATL,NL,-0.1,144,551,488,59,113,23,2,6,51,3,3,59,120,0.232,0.312,0.324,0.636,68.0,0.285,63.0,158,7,0,0,4,10,*6/H,,swansda01
2018,139,Dansby Swanson,24,ATL,NL,2.2,136,533,478,51,114,25,4,14,59,10,4,44,122,0.238,0.304,0.395,0.699,87.0,0.307,80.0,189,5,2,6,3,15,*6/H,,swansda01
2019,119,Dansby Swanson,25,ATL,NL,1.1,127,545,483,77,121,26,3,17,65,10,5,51,124,0.251,0.325,0.422,0.748,89.0,0.323,86.0,204,7,5,1,5,2,*6/H,,swansda01
2021,27,Dansby Swanson,27,ATL,NL,2.1,160,653,588,78,146,33,2,27,88,9,3,52,167,0.248,0.311,0.449,0.76,99.0,0.334,99.0,264,7,5,1,7,4,*6/H,,swansda01
2022,9,Dansby Swanson,28,ATL,NL,5.5,162,696,640,99,177,32,1,25,96,18,7,49,182,0.277,0.329,0.447,0.776,114.0,0.342,113.0,286,12,3,0,4,0,*6,ASMVP-12GG,swansda01
2023,48,Dansby Swanson,29,CHC,NL,4.8,147,638,565,81,138,25,3,22,80,9,1,66,154,0.244,0.328,0.416,0.744,104.0,0.328,97.0,235,9,5,0,2,0,*6,ASMVP-19GG,swansda01
2024,83,Dansby Swanson,30,CHC,NL,4.0,149,593,534,82,129,27,2,16,66,19,3,54,144,242.0,312.0,390.0,701.0,98.0,313.0,96.0,208,7,2,0,3,2,*6/H,,swansda01
2024,418,Darell Hernaiz,22,OAK,AL,-0.8,48,135,120,8,23,3,0,1,12,1,1,11,27,192.0,261.0,242.0,503.0,48.0,235.0,51.0,29,4,1,1,2,0,56/H4,,hernada04
2024,602,Darren Baker,25,WSN,NL,0.0,9,14,14,1,7,2,0,0,0,0,0,0,3,500.0,500.0,643.0,1.143,223.0,483.0,224.0,9,0,0,0,0,0,/H4D7,,bakerda02
2021,299,Daulton Varsho,24,ARI,NL,1.7,95,315,284,41,70,17,2,11,38,6,0,30,67,0.246,0.318,0.437,0.755,102.0,0.334,101.0,124,4,0,1,0,3,28H79,,varshda01
2022,70,Daulton Varsho,25,ARI,NL,4.8,151,592,531,79,125,23,3,27,74,16,6,46,145,0.235,0.302,0.443,0.745,108.0,0.328,108.0,235,8,7,2,5,0,*982D/H,,varshda01
2023,88,Daulton Varsho,26,TOR,AL,3.9,158,581,527,65,116,23,3,20,61,16,7,45,135,0.22,0.285,0.389,0.674,84.0,0.299,87.0,205,5,4,1,3,0,*78/HD,,varshda01
2024,126,Daulton Varsho,27,TOR,AL,5.0,136,513,459,73,98,21,7,18,58,10,2,48,137,214.0,293.0,407.0,700.0,98.0,306.0,94.0,187,2,4,1,1,1,*87/H9D,GG,varshda01
2024,646,David Bañuelos,27,BAL,AL,,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,-127.0,0,0,0,0,0,0,/H,,banueda01
2018,422,David Bote,25,CHC,NL,1.8,74,210,184,23,44,9,2,6,33,3,4,19,60,0.239,0.319,0.408,0.727,92.0,0.321,94.0,75,3,4,0,3,1,5H4/367,,boteda01
2019,266,David Bote,26,CHC,NL,2.2,127,356,303,47,78,17,0,11,41,5,1,44,93,0.257,0.362,0.422,0.785,104.0,0.351,110.0,128,11,7,0,2,4,54H/69,,boteda01
2021,286,David Bote,28,CHC,NL,-0.5,97,327,291,32,58,10,2,8,35,0,1,27,73,0.199,0.276,0.33,0.606,64.0,0.274,63.0,96,13,5,1,3,0,45H/D,,boteda01
2022,544,David Bote,29,CHC,NL,0.8,41,127,116,15,30,8,0,4,12,1,0,6,45,0.259,0.315,0.431,0.746,106.0,0.326,102.0,50,3,4,0,1,0,45/3HD,,boteda01
2024,533,David Bote,31,CHC,NL,0.2,37,48,46,4,14,4,0,0,6,0,0,2,13,304.0,333.0,391.0,725.0,105.0,317.0,103.0,18,1,0,0,0,0,5H/431,,boteda01
2016,366,David Dahl,22,COL,NL,1.0,63,237,222,42,70,12,4,7,24,5,0,15,59,0.315,0.359,0.5,0.859,113.0,0.379,115.0,111,3,0,0,0,0,7/8H9,,dahlda01
2018,359,David Dahl,24,COL,NL,0.7,77,271,249,31,68,11,3,16,48,5,3,19,68,0.273,0.325,0.534,0.859,113.0,0.363,110.0,133,4,1,0,2,4,79H/8,,dahlda01
2019,214,David Dahl,25,COL,NL,0.8,100,413,374,67,113,28,5,15,61,4,4,28,110,0.302,0.353,0.524,0.877,111.0,0.365,109.0,196,3,4,2,5,0,879/H,AS,dahlda01
2021,422,David Dahl,27,TEX,AL,-1.0,63,220,205,19,43,11,0,4,18,2,1,10,59,0.21,0.247,0.322,0.569,55.0,0.253,52.0,66,3,1,1,3,0,7D9/H8,,dahlda01
2023,732,David Dahl,29,SDP,NL,0.0,4,9,9,1,1,0,0,1,1,0,0,0,2,0.111,0.111,0.444,0.556,43.0,0.22,31.0,4,0,0,0,0,0,/9H,,dahlda01
2024,509,David Dahl,30,PHI,NL,0.3,19,62,58,6,12,2,0,3,8,0,0,3,21,207.0,242.0,397.0,638.0,76.0,287.0,79.0,23,0,0,0,1,0,7/D9H,,dahlda01
2018,333,David Fletcher,24,LAA,AL,1.8,80,307,284,35,78,18,2,1,25,3,0,15,34,0.275,0.316,0.363,0.678,88.0,0.305,86.0,103,7,3,3,2,0,45/H69,,fletcda02
2019,43,David Fletcher,25,LAA,AL,3.8,154,653,596,83,173,30,4,6,49,8,3,55,64,0.29,0.35,0.384,0.734,95.0,0.326,98.0,229,8,0,1,1,2,5467/9H,,fletcda02
2021,19,David Fletcher,27,LAA,AL,1.8,157,665,626,74,164,27,3,2,47,15,3,31,60,0.262,0.297,0.324,0.622,70.0,0.276,63.0,203,10,1,6,1,1,*46/H,,fletcda02
2022,400,David Fletcher,28,LAA,AL,1.1,61,228,216,20,55,9,1,2,17,1,0,7,16,0.255,0.288,0.333,0.621,76.0,0.28,72.0,72,6,3,2,0,0,46/H,,fletcda02
2023,549,David Fletcher,29,LAA,AL,0.1,33,97,89,7,22,1,0,2,12,0,0,7,9,0.247,0.302,0.326,0.628,72.0,0.275,64.0,29,2,0,1,0,1,64/5H,,fletcda02
2024,620,David Fletcher,30,ATL,NL,0.0,5,9,8,0,2,0,0,0,2,0,0,0,1,250.0,222.0,250.0,472.0,32.0,188.0,6.0,2,0,0,0,1,0,/4,,fletcda02
2023,528,David Fry,27,CLE,AL,0.3,57,113,101,12,24,6,0,4,15,2,0,8,30,0.238,0.319,0.416,0.734,101.0,0.332,109.0,42,3,4,0,0,0,23H/917D5,,fryda01
2024,212,David Fry,28,CLE,AL,1.4,122,392,335,44,88,18,1,14,51,4,1,42,84,263.0,356.0,448.0,804.0,128.0,352.0,128.0,150,13,9,0,4,4,DH237/59,AS,fryda01
2023,663,David Hamilton,25,BOS,AL,-0.1,15,39,33,2,4,2,0,0,0,2,1,6,10,0.121,0.256,0.182,0.438,22.0,0.215,21.0,6,1,0,0,0,0,6/4H,,hamilda03
2024,268,David Hamilton,26,BOS,AL,2.6,98,317,294,47,73,17,1,8,28,33,4,22,80,248.0,303.0,395.0,697.0,92.0,331.0,95.0,116,1,1,0,0,0,64H,,hamilda03
2022,744,David Hensley,26,HOU,AL,0.3,16,34,29,7,10,2,1,1,5,0,0,5,6,0.345,0.441,0.586,1.027,192.0,0.439,191.0,17,3,0,0,0,0,/D45H67,,henslda01
2023,556,David Hensley,27,HOU,AL,-0.7,30,94,84,12,10,1,0,1,3,1,0,10,35,0.119,0.213,0.167,0.379,8.0,0.205,17.0,14,0,0,0,0,0,D/4H375,,henslda01
2024,514,David Hensley,28,MIA,NL,-0.4,23,58,52,9,11,1,0,1,4,1,0,6,17,212.0,293.0,288.0,582.0,60.0,262.0,51.0,15,0,0,0,0,0,9/H37D15,,henslda01
2015,147,David Peralta,27,ARI,NL,3.6,149,517,462,61,144,26,10,17,78,9,4,44,107,0.312,0.371,0.522,0.893,137.0,0.391,141.0,241,7,4,0,7,2,*7H/98,,peralda01
2016,431,David Peralta,28,ARI,NL,0.5,48,183,171,23,43,9,5,4,15,2,0,8,42,0.251,0.295,0.433,0.728,86.0,0.323,83.0,74,3,3,0,1,1,9/8H,,peralda01
2017,95,David Peralta,29,ARI,NL,2.4,140,577,525,82,154,31,3,14,57,8,4,43,94,0.293,0.352,0.444,0.796,100.0,0.352,104.0,233,7,6,0,3,1,*97H/D,,peralda01
2018,69,David Peralta,30,ARI,NL,3.4,146,614,560,75,164,25,5,30,87,4,0,48,124,0.293,0.352,0.516,0.868,127.0,0.379,130.0,289,14,4,0,2,4,*7/H9,SS,peralda01
2019,207,David Peralta,31,ARI,NL,1.6,99,423,382,48,105,29,3,12,57,0,0,35,87,0.275,0.343,0.461,0.804,106.0,0.346,107.0,176,9,5,0,1,3,7/HD,GG,peralda01
2021,137,David Peralta,33,ARI,NL,1.1,150,538,487,57,126,30,8,8,63,2,1,46,92,0.259,0.325,0.402,0.728,96.0,0.319,94.0,196,9,3,0,2,3,*7H/1D,,peralda01
2022,160,David Peralta,34,2TM,2LG,0.6,134,490,439,39,110,30,3,12,59,1,3,41,114,0.251,0.316,0.415,0.731,108.0,0.312,101.0,182,8,4,0,6,5,*7HD,,peralda01
2023,212,David Peralta,35,LAD,NL,0.6,133,422,394,47,102,25,1,7,55,4,1,20,72,0.259,0.294,0.381,0.675,82.0,0.302,80.0,150,8,2,0,6,1,*7H9/D,,peralda01
2024,318,David Peralta,36,SDP,NL,0.8,91,260,236,35,63,11,0,8,28,2,0,22,54,267.0,335.0,415.0,750.0,109.0,335.0,112.0,98,3,2,0,0,0,9HD7,,peralda01
2022,465,David Villar,25,SFG,NL,1.4,52,181,156,21,36,6,1,9,24,0,1,18,58,0.231,0.331,0.455,0.787,122.0,0.35,127.0,71,4,6,0,1,0,53D/4H,,villada01
2023,498,David Villar,26,SFG,NL,-0.4,46,140,124,15,18,6,0,5,12,1,1,11,45,0.145,0.236,0.315,0.55,52.0,0.249,51.0,39,1,4,0,1,0,45/3HD1,,villada01
2024,556,David Villar,27,SFG,NL,0.0,11,37,35,3,9,4,0,1,4,0,0,1,13,257.0,270.0,457.0,727.0,105.0,302.0,96.0,16,0,0,0,1,0,3/DH,,villada01
2023,497,Davis Schneider,24,TOR,AL,1.8,35,141,116,23,32,12,1,8,20,1,0,21,43,0.276,0.404,0.603,1.008,174.0,0.429,179.0,70,2,4,0,0,0,4/D57H,,schneda03
2024,163,Davis Schneider,25,TOR,AL,0.0,135,454,397,48,76,19,1,13,46,6,0,47,144,191.0,282.0,343.0,625.0,78.0,280.0,76.0,136,2,5,0,5,0,74H/D,,schneda03
2024,532,Davis Wendzel,27,TEX,AL,-0.1,27,49,47,2,6,2,0,1,2,0,0,1,12,128.0,163.0,234.0,397.0,13.0,174.0,3.0,11,1,1,0,0,0,5/HD43,,wendzda01
2021,559,Daz Cameron,24,DET,AL,-0.1,35,115,103,16,20,5,0,4,13,6,0,10,38,0.194,0.278,0.359,0.637,77.0,0.293,75.0,37,2,2,0,0,0,98/HD7,,camerda01
2022,653,Daz Cameron,25,DET,AL,0.0,21,70,64,6,14,3,1,1,8,2,0,5,20,0.219,0.286,0.344,0.629,81.0,0.286,76.0,22,1,1,0,0,0,9/8H,,camerda01
2024,375,Daz Cameron,27,OAK,AL,-0.5,66,186,170,22,34,5,1,5,15,5,0,13,51,200.0,258.0,329.0,587.0,70.0,268.0,69.0,56,3,1,0,2,0,79H8/D,,camerda01
2021,509,Derek Hill,25,DET,AL,-0.3,49,150,139,19,36,3,3,3,14,6,3,10,42,0.259,0.313,0.388,0.702,95.0,0.3,89.0,54,2,1,0,0,0,8/HD,,hillde01
2022,606,Derek Hill,26,DET,AL,0.4,31,92,83,8,19,2,0,1,3,3,0,5,28,0.229,0.27,0.289,0.559,62.0,0.253,50.0,24,0,0,3,1,0,8/H,,hillde01
2023,641,Derek Hill,27,WSN,NL,-0.3,13,50,47,3,8,1,0,0,1,1,0,3,11,0.17,0.22,0.191,0.411,17.0,0.209,18.0,9,0,0,0,0,0,8,,hillde01
2024,386,Derek Hill,28,3TM,2LG,0.0,53,172,162,19,39,4,2,7,25,6,2,5,56,241.0,271.0,420.0,690.0,88.0,317.0,95.0,68,2,2,2,1,0,87H/9D,,hillde01
2018,1092,Diego Castillo,24,TBR,AL,0.0,5,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,-125.0,0,0,0,0,0,0,1,,castidi01
